1,4,7,8,13,17,18,78
18,HS-grad,noValueSetHere123156456,Own-child,40,18 noValueSetHere123156456,18 Own-child,noValueSetHere123156456 Own-child
55,Some-college,Craft-repair,Husband,45,55 Craft-repair,55 Husband,Craft-repair Husband
47,Assoc-acdm,Sales,Husband,50,47 Sales,47 Husband,Sales Husband
59,HS-grad,Craft-repair,Unmarried,40,59 Craft-repair,59 Unmarried,Craft-repair Unmarried
70,HS-grad,Adm-clerical,Unmarried,5,70 Adm-clerical,70 Unmarried,Adm-clerical Unmarried
53,HS-grad,Tech-support,Husband,40,53 Tech-support,53 Husband,Tech-support Husband
39,HS-grad,Prof-specialty,Unmarried,40,39 Prof-specialty,39 Unmarried,Prof-specialty Unmarried
38,9th,Handlers-cleaners,Husband,40,38 Handlers-cleaners,38 Husband,Handlers-cleaners Husband
33,Some-college,Tech-support,Unmarried,50,33 Tech-support,33 Unmarried,Tech-support Unmarried
19,Some-college,noValueSetHere123156456,Own-child,40,19 noValueSetHere123156456,19 Own-child,noValueSetHere123156456 Own-child
28,HS-grad,Adm-clerical,Not-in-family,40,28 Adm-clerical,28 Not-in-family,Adm-clerical Not-in-family
74,10th,Other-service,Not-in-family,1,74 Other-service,74 Not-in-family,Other-service Not-in-family
40,Bachelors,Adm-clerical,Husband,40,40 Adm-clerical,40 Husband,Adm-clerical Husband
35,Assoc-voc,Sales,Not-in-family,40,35 Sales,35 Not-in-family,Sales Not-in-family
35,HS-grad,Craft-repair,Not-in-family,50,35 Craft-repair,35 Not-in-family,Craft-repair Not-in-family
41,Some-college,Sales,Husband,40,41 Sales,41 Husband,Sales Husband
38,Some-college,Sales,Not-in-family,50,38 Sales,38 Not-in-family,Sales Not-in-family
29,10th,Craft-repair,Husband,35,29 Craft-repair,29 Husband,Craft-repair Husband
46,HS-grad,Exec-managerial,Husband,50,46 Exec-managerial,46 Husband,Exec-managerial Husband
46,HS-grad,Craft-repair,Not-in-family,40,46 Craft-repair,46 Not-in-family,Craft-repair Not-in-family
40,Bachelors,Prof-specialty,Husband,60,40 Prof-specialty,40 Husband,Prof-specialty Husband
29,Bachelors,Exec-managerial,Husband,40,29 Exec-managerial,29 Husband,Exec-managerial Husband
39,Assoc-acdm,Protective-serv,Husband,60,39 Protective-serv,39 Husband,Protective-serv Husband
31,HS-grad,Exec-managerial,Own-child,60,31 Exec-managerial,31 Own-child,Exec-managerial Own-child
50,Masters,Exec-managerial,Not-in-family,70,50 Exec-managerial,50 Not-in-family,Exec-managerial Not-in-family
31,Bachelors,Prof-specialty,Not-in-family,40,31 Prof-specialty,31 Not-in-family,Prof-specialty Not-in-family
27,Some-college,Craft-repair,Husband,45,27 Craft-repair,27 Husband,Craft-repair Husband
27,Some-college,Handlers-cleaners,Not-in-family,25,27 Handlers-cleaners,27 Not-in-family,Handlers-cleaners Not-in-family
28,Bachelors,Prof-specialty,Not-in-family,20,28 Prof-specialty,28 Not-in-family,Prof-specialty Not-in-family
21,HS-grad,Other-service,Own-child,30,21 Other-service,21 Own-child,Other-service Own-child
57,Bachelors,Exec-managerial,Not-in-family,40,57 Exec-managerial,57 Not-in-family,Exec-managerial Not-in-family
56,Masters,Prof-specialty,Not-in-family,40,56 Prof-specialty,56 Not-in-family,Prof-specialty Not-in-family
22,HS-grad,noValueSetHere123156456,Not-in-family,40,22 noValueSetHere123156456,22 Not-in-family,noValueSetHere123156456 Not-in-family
48,Preschool,Other-service,Unmarried,40,48 Other-service,48 Unmarried,Other-service Unmarried
36,Some-college,Sales,Unmarried,55,36 Sales,36 Unmarried,Sales Unmarried
51,12th,Transport-moving,Husband,40,51 Transport-moving,51 Husband,Transport-moving Husband
39,Assoc-acdm,Transport-moving,Not-in-family,48,39 Transport-moving,39 Not-in-family,Transport-moving Not-in-family
43,HS-grad,Transport-moving,Husband,70,43 Transport-moving,43 Husband,Transport-moving Husband
38,Masters,Prof-specialty,Husband,40,38 Prof-specialty,38 Husband,Prof-specialty Husband
51,HS-grad,Machine-op-inspct,Husband,40,51 Machine-op-inspct,51 Husband,Machine-op-inspct Husband
43,HS-grad,Prof-specialty,Husband,40,43 Prof-specialty,43 Husband,Prof-specialty Husband
44,Masters,Prof-specialty,Husband,40,44 Prof-specialty,44 Husband,Prof-specialty Husband
35,HS-grad,Exec-managerial,Unmarried,50,35 Exec-managerial,35 Unmarried,Exec-managerial Unmarried
40,HS-grad,Prof-specialty,Husband,40,40 Prof-specialty,40 Husband,Prof-specialty Husband
39,10th,Other-service,Own-child,12,39 Other-service,39 Own-child,Other-service Own-child
47,7th-8th,Craft-repair,Husband,40,47 Craft-repair,47 Husband,Craft-repair Husband
23,Preschool,Other-service,Own-child,15,23 Other-service,23 Own-child,Other-service Own-child
26,11th,Machine-op-inspct,Husband,40,26 Machine-op-inspct,26 Husband,Machine-op-inspct Husband
25,HS-grad,Prof-specialty,Own-child,40,25 Prof-specialty,25 Own-child,Prof-specialty Own-child
29,Some-college,Handlers-cleaners,Not-in-family,42,29 Handlers-cleaners,29 Not-in-family,Handlers-cleaners Not-in-family
30,HS-grad,Machine-op-inspct,Not-in-family,45,30 Machine-op-inspct,30 Not-in-family,Machine-op-inspct Not-in-family
57,Bachelors,Adm-clerical,Husband,40,57 Adm-clerical,57 Husband,Adm-clerical Husband
37,Assoc-voc,Sales,Husband,40,37 Sales,37 Husband,Sales Husband
39,Bachelors,Sales,Husband,48,39 Sales,39 Husband,Sales Husband
37,Masters,Exec-managerial,Not-in-family,40,37 Exec-managerial,37 Not-in-family,Exec-managerial Not-in-family
45,HS-grad,noValueSetHere123156456,Husband,40,45 noValueSetHere123156456,45 Husband,noValueSetHere123156456 Husband
21,Some-college,Sales,Own-child,16,21 Sales,21 Own-child,Sales Own-child
25,Some-college,Adm-clerical,Wife,40,25 Adm-clerical,25 Wife,Adm-clerical Wife
61,HS-grad,Adm-clerical,Unmarried,40,61 Adm-clerical,61 Unmarried,Adm-clerical Unmarried
59,HS-grad,Adm-clerical,Husband,15,59 Adm-clerical,59 Husband,Adm-clerical Husband
28,HS-grad,Handlers-cleaners,Own-child,40,28 Handlers-cleaners,28 Own-child,Handlers-cleaners Own-child
24,Some-college,Adm-clerical,Unmarried,40,24 Adm-clerical,24 Unmarried,Adm-clerical Unmarried
47,HS-grad,Machine-op-inspct,Husband,40,47 Machine-op-inspct,47 Husband,Machine-op-inspct Husband
29,HS-grad,Transport-moving,Husband,80,29 Transport-moving,29 Husband,Transport-moving Husband
49,9th,Other-service,Not-in-family,20,49 Other-service,49 Not-in-family,Other-service Not-in-family
41,Bachelors,Prof-specialty,Unmarried,35,41 Prof-specialty,41 Unmarried,Prof-specialty Unmarried
33,Some-college,Exec-managerial,Not-in-family,40,33 Exec-managerial,33 Not-in-family,Exec-managerial Not-in-family
20,Some-college,noValueSetHere123156456,Own-child,40,20 noValueSetHere123156456,20 Own-child,noValueSetHere123156456 Own-child
40,Doctorate,Prof-specialty,Wife,20,40 Prof-specialty,40 Wife,Prof-specialty Wife
32,Some-college,Handlers-cleaners,Not-in-family,16,32 Handlers-cleaners,32 Not-in-family,Handlers-cleaners Not-in-family
48,Bachelors,Sales,Not-in-family,40,48 Sales,48 Not-in-family,Sales Not-in-family
24,Some-college,Sales,Own-child,40,24 Sales,24 Own-child,Sales Own-child
50,Assoc-voc,Tech-support,Husband,38,50 Tech-support,50 Husband,Tech-support Husband
31,HS-grad,Protective-serv,Other-relative,40,31 Protective-serv,31 Other-relative,Protective-serv Other-relative
23,Assoc-voc,Craft-repair,Husband,55,23 Craft-repair,23 Husband,Craft-repair Husband
35,HS-grad,Other-service,Husband,40,35 Other-service,35 Husband,Other-service Husband
50,HS-grad,Protective-serv,Husband,40,50 Protective-serv,50 Husband,Protective-serv Husband
39,9th,Handlers-cleaners,Not-in-family,50,39 Handlers-cleaners,39 Not-in-family,Handlers-cleaners Not-in-family
52,7th-8th,Other-service,Husband,48,52 Other-service,52 Husband,Other-service Husband
44,HS-grad,Farming-fishing,Husband,80,44 Farming-fishing,44 Husband,Farming-fishing Husband
43,Bachelors,Prof-specialty,Husband,50,43 Prof-specialty,43 Husband,Prof-specialty Husband
39,HS-grad,Prof-specialty,Husband,40,39 Prof-specialty,39 Husband,Prof-specialty Husband
33,7th-8th,Farming-fishing,Not-in-family,40,33 Farming-fishing,33 Not-in-family,Farming-fishing Not-in-family
31,Masters,Exec-managerial,Not-in-family,40,31 Exec-managerial,31 Not-in-family,Exec-managerial Not-in-family
40,Some-college,Prof-specialty,Wife,40,40 Prof-specialty,40 Wife,Prof-specialty Wife
28,Prof-school,Prof-specialty,Husband,40,28 Prof-specialty,28 Husband,Prof-specialty Husband
19,12th,Prof-specialty,Not-in-family,25,19 Prof-specialty,19 Not-in-family,Prof-specialty Not-in-family
35,Assoc-voc,Craft-repair,Husband,50,35 Craft-repair,35 Husband,Craft-repair Husband
44,Bachelors,Prof-specialty,Husband,60,44 Prof-specialty,44 Husband,Prof-specialty Husband
40,Bachelors,Adm-clerical,Husband,40,40 Adm-clerical,40 Husband,Adm-clerical Husband
20,Some-college,Adm-clerical,Own-child,35,20 Adm-clerical,20 Own-child,Adm-clerical Own-child
55,HS-grad,Craft-repair,Unmarried,48,55 Craft-repair,55 Unmarried,Craft-repair Unmarried
30,7th-8th,Transport-moving,Not-in-family,35,30 Transport-moving,30 Not-in-family,Transport-moving Not-in-family
38,HS-grad,Sales,Husband,55,38 Sales,38 Husband,Sales Husband
75,HS-grad,Sales,Husband,20,75 Sales,75 Husband,Sales Husband
17,11th,Other-service,Own-child,15,17 Other-service,17 Own-child,Other-service Own-child
79,Masters,noValueSetHere123156456,Husband,40,79 noValueSetHere123156456,79 Husband,noValueSetHere123156456 Husband
20,Some-college,Sales,Own-child,30,20 Sales,20 Own-child,Sales Own-child
25,Assoc-acdm,Tech-support,Not-in-family,30,25 Tech-support,25 Not-in-family,Tech-support Not-in-family
27,Bachelors,Sales,Husband,45,27 Sales,27 Husband,Sales Husband
19,Some-college,Sales,Own-child,20,19 Sales,19 Own-child,Sales Own-child
21,Some-college,Sales,Wife,40,21 Sales,21 Wife,Sales Wife
19,Some-college,Other-service,Own-child,20,19 Other-service,19 Own-child,Other-service Own-child
42,Some-college,Other-service,Not-in-family,40,42 Other-service,42 Not-in-family,Other-service Not-in-family
28,10th,Craft-repair,Husband,36,28 Craft-repair,28 Husband,Craft-repair Husband
47,Some-college,Craft-repair,Husband,40,47 Craft-repair,47 Husband,Craft-repair Husband
59,Some-college,Other-service,Unmarried,32,59 Other-service,59 Unmarried,Other-service Unmarried
50,HS-grad,Craft-repair,Husband,40,50 Craft-repair,50 Husband,Craft-repair Husband
48,HS-grad,Exec-managerial,Husband,80,48 Exec-managerial,48 Husband,Exec-managerial Husband
33,HS-grad,Protective-serv,Husband,40,33 Protective-serv,33 Husband,Protective-serv Husband
27,Assoc-acdm,Sales,Not-in-family,40,27 Sales,27 Not-in-family,Sales Not-in-family
45,Doctorate,Prof-specialty,Not-in-family,30,45 Prof-specialty,45 Not-in-family,Prof-specialty Not-in-family
24,7th-8th,Sales,Own-child,40,24 Sales,24 Own-child,Sales Own-child
31,HS-grad,Adm-clerical,Wife,40,31 Adm-clerical,31 Wife,Adm-clerical Wife
24,5th-6th,Farming-fishing,Other-relative,40,24 Farming-fishing,24 Other-relative,Farming-fishing Other-relative
29,HS-grad,Exec-managerial,Not-in-family,40,29 Exec-managerial,29 Not-in-family,Exec-managerial Not-in-family
24,HS-grad,Machine-op-inspct,Own-child,30,24 Machine-op-inspct,24 Own-child,Machine-op-inspct Own-child
24,Bachelors,Adm-clerical,Not-in-family,30,24 Adm-clerical,24 Not-in-family,Adm-clerical Not-in-family
28,Some-college,Exec-managerial,Not-in-family,45,28 Exec-managerial,28 Not-in-family,Exec-managerial Not-in-family
63,HS-grad,noValueSetHere123156456,Husband,40,63 noValueSetHere123156456,63 Husband,noValueSetHere123156456 Husband
36,Some-college,Handlers-cleaners,Husband,50,36 Handlers-cleaners,36 Husband,Handlers-cleaners Husband
58,7th-8th,Transport-moving,Husband,40,58 Transport-moving,58 Husband,Transport-moving Husband
51,Some-college,Exec-managerial,Not-in-family,36,51 Exec-managerial,51 Not-in-family,Exec-managerial Not-in-family
42,Some-college,Craft-repair,Husband,50,42 Craft-repair,42 Husband,Craft-repair Husband
39,Some-college,Machine-op-inspct,Husband,40,39 Machine-op-inspct,39 Husband,Machine-op-inspct Husband
26,Bachelors,Prof-specialty,Own-child,40,26 Prof-specialty,26 Own-child,Prof-specialty Own-child
39,Some-college,Craft-repair,Not-in-family,40,39 Craft-repair,39 Not-in-family,Craft-repair Not-in-family
28,Bachelors,Prof-specialty,Not-in-family,45,28 Prof-specialty,28 Not-in-family,Prof-specialty Not-in-family
51,Bachelors,Prof-specialty,Husband,40,51 Prof-specialty,51 Husband,Prof-specialty Husband
45,Bachelors,Exec-managerial,Unmarried,40,45 Exec-managerial,45 Unmarried,Exec-managerial Unmarried
45,Assoc-voc,Craft-repair,Husband,40,45 Craft-repair,45 Husband,Craft-repair Husband
23,Bachelors,Prof-specialty,Not-in-family,40,23 Prof-specialty,23 Not-in-family,Prof-specialty Not-in-family
38,Some-college,Other-service,Not-in-family,40,38 Other-service,38 Not-in-family,Other-service Not-in-family
38,11th,Transport-moving,Own-child,36,38 Transport-moving,38 Own-child,Transport-moving Own-child
39,Some-college,Machine-op-inspct,Husband,40,39 Machine-op-inspct,39 Husband,Machine-op-inspct Husband
52,Assoc-voc,Farming-fishing,Not-in-family,50,52 Farming-fishing,52 Not-in-family,Farming-fishing Not-in-family
17,12th,Sales,Own-child,6,17 Sales,17 Own-child,Sales Own-child
31,Bachelors,Exec-managerial,Husband,50,31 Exec-managerial,31 Husband,Exec-managerial Husband
22,HS-grad,Transport-moving,Own-child,24,22 Transport-moving,22 Own-child,Transport-moving Own-child
47,HS-grad,Adm-clerical,Unmarried,38,47 Adm-clerical,47 Unmarried,Adm-clerical Unmarried
28,Some-college,Adm-clerical,Not-in-family,40,28 Adm-clerical,28 Not-in-family,Adm-clerical Not-in-family
30,HS-grad,noValueSetHere123156456,Unmarried,40,30 noValueSetHere123156456,30 Unmarried,noValueSetHere123156456 Unmarried
41,HS-grad,Transport-moving,Husband,50,41 Transport-moving,41 Husband,Transport-moving Husband
29,Masters,Prof-specialty,Not-in-family,42,29 Prof-specialty,29 Not-in-family,Prof-specialty Not-in-family
42,Prof-school,Prof-specialty,Unmarried,60,42 Prof-specialty,42 Unmarried,Prof-specialty Unmarried
52,Some-college,Adm-clerical,Husband,40,52 Adm-clerical,52 Husband,Adm-clerical Husband
35,Bachelors,Prof-specialty,Not-in-family,40,35 Prof-specialty,35 Not-in-family,Prof-specialty Not-in-family
28,Assoc-acdm,Adm-clerical,Own-child,40,28 Adm-clerical,28 Own-child,Adm-clerical Own-child
46,Masters,Prof-specialty,Husband,46,46 Prof-specialty,46 Husband,Prof-specialty Husband
21,Some-college,noValueSetHere123156456,Own-child,40,21 noValueSetHere123156456,21 Own-child,noValueSetHere123156456 Own-child
45,HS-grad,Adm-clerical,Unmarried,40,45 Adm-clerical,45 Unmarried,Adm-clerical Unmarried
21,HS-grad,Transport-moving,Own-child,40,21 Transport-moving,21 Own-child,Transport-moving Own-child
74,10th,Adm-clerical,Husband,20,74 Adm-clerical,74 Husband,Adm-clerical Husband
29,HS-grad,Transport-moving,Other-relative,40,29 Transport-moving,29 Other-relative,Transport-moving Other-relative
39,HS-grad,Adm-clerical,Unmarried,40,39 Adm-clerical,39 Unmarried,Adm-clerical Unmarried
44,Some-college,Craft-repair,Husband,45,44 Craft-repair,44 Husband,Craft-repair Husband
23,Bachelors,Farming-fishing,Not-in-family,40,23 Farming-fishing,23 Not-in-family,Farming-fishing Not-in-family
32,Assoc-acdm,Exec-managerial,Not-in-family,40,32 Exec-managerial,32 Not-in-family,Exec-managerial Not-in-family
61,10th,noValueSetHere123156456,Not-in-family,40,61 noValueSetHere123156456,61 Not-in-family,noValueSetHere123156456 Not-in-family
43,HS-grad,Exec-managerial,Not-in-family,30,43 Exec-managerial,43 Not-in-family,Exec-managerial Not-in-family
23,Preschool,Other-service,Not-in-family,40,23 Other-service,23 Not-in-family,Other-service Not-in-family
18,Some-college,Adm-clerical,Own-child,38,18 Adm-clerical,18 Own-child,Adm-clerical Own-child
38,HS-grad,Handlers-cleaners,Husband,40,38 Handlers-cleaners,38 Husband,Handlers-cleaners Husband
33,Bachelors,Prof-specialty,Not-in-family,35,33 Prof-specialty,33 Not-in-family,Prof-specialty Not-in-family
19,Some-college,Other-service,Own-child,35,19 Other-service,19 Own-child,Other-service Own-child
23,Some-college,Transport-moving,Not-in-family,40,23 Transport-moving,23 Not-in-family,Transport-moving Not-in-family
37,HS-grad,Tech-support,Own-child,45,37 Tech-support,37 Own-child,Tech-support Own-child
25,HS-grad,Farming-fishing,Own-child,40,25 Farming-fishing,25 Own-child,Farming-fishing Own-child
36,HS-grad,Transport-moving,Unmarried,43,36 Transport-moving,36 Unmarried,Transport-moving Unmarried
45,12th,Adm-clerical,Wife,40,45 Adm-clerical,45 Wife,Adm-clerical Wife
32,Bachelors,Adm-clerical,Not-in-family,48,32 Adm-clerical,32 Not-in-family,Adm-clerical Not-in-family
65,11th,noValueSetHere123156456,Not-in-family,15,65 noValueSetHere123156456,65 Not-in-family,noValueSetHere123156456 Not-in-family
18,11th,Craft-repair,Own-child,40,18 Craft-repair,18 Own-child,Craft-repair Own-child
25,HS-grad,Transport-moving,Unmarried,40,25 Transport-moving,25 Unmarried,Transport-moving Unmarried
29,Masters,Sales,Not-in-family,65,29 Sales,29 Not-in-family,Sales Not-in-family
53,Some-college,Craft-repair,Husband,40,53 Craft-repair,53 Husband,Craft-repair Husband
33,Doctorate,Prof-specialty,Husband,60,33 Prof-specialty,33 Husband,Prof-specialty Husband
27,Bachelors,Craft-repair,Not-in-family,45,27 Craft-repair,27 Not-in-family,Craft-repair Not-in-family
24,HS-grad,Protective-serv,Husband,40,24 Protective-serv,24 Husband,Protective-serv Husband
54,7th-8th,Machine-op-inspct,Husband,50,54 Machine-op-inspct,54 Husband,Machine-op-inspct Husband
23,Some-college,Sales,Not-in-family,30,23 Sales,23 Not-in-family,Sales Not-in-family
45,Assoc-voc,Adm-clerical,Not-in-family,40,45 Adm-clerical,45 Not-in-family,Adm-clerical Not-in-family
36,Some-college,Exec-managerial,Wife,35,36 Exec-managerial,36 Wife,Exec-managerial Wife
36,11th,Craft-repair,Husband,40,36 Craft-repair,36 Husband,Craft-repair Husband
44,Masters,Prof-specialty,Not-in-family,40,44 Prof-specialty,44 Not-in-family,Prof-specialty Not-in-family
24,HS-grad,Transport-moving,Unmarried,40,24 Transport-moving,24 Unmarried,Transport-moving Unmarried
39,Some-college,Sales,Own-child,70,39 Sales,39 Own-child,Sales Own-child
50,HS-grad,Handlers-cleaners,Unmarried,40,50 Handlers-cleaners,50 Unmarried,Handlers-cleaners Unmarried
38,HS-grad,Exec-managerial,Wife,40,38 Exec-managerial,38 Wife,Exec-managerial Wife
58,Bachelors,Exec-managerial,Unmarried,40,58 Exec-managerial,58 Unmarried,Exec-managerial Unmarried
44,HS-grad,Other-service,Husband,48,44 Other-service,44 Husband,Other-service Husband
24,Bachelors,Sales,Own-child,55,24 Sales,24 Own-child,Sales Own-child
52,HS-grad,Exec-managerial,Husband,40,52 Exec-managerial,52 Husband,Exec-managerial Husband
46,Bachelors,Sales,Not-in-family,40,46 Sales,46 Not-in-family,Sales Not-in-family
50,Doctorate,Prof-specialty,Husband,60,50 Prof-specialty,50 Husband,Prof-specialty Husband
34,Assoc-acdm,Craft-repair,Husband,44,34 Craft-repair,34 Husband,Craft-repair Husband
40,Assoc-acdm,Tech-support,Not-in-family,40,40 Tech-support,40 Not-in-family,Tech-support Not-in-family
53,Bachelors,Adm-clerical,Unmarried,40,53 Adm-clerical,53 Unmarried,Adm-clerical Unmarried
24,HS-grad,Adm-clerical,Own-child,40,24 Adm-clerical,24 Own-child,Adm-clerical Own-child
58,Bachelors,noValueSetHere123156456,Husband,70,58 noValueSetHere123156456,58 Husband,noValueSetHere123156456 Husband
26,Some-college,Craft-repair,Husband,45,26 Craft-repair,26 Husband,Craft-repair Husband
22,Assoc-acdm,Handlers-cleaners,Own-child,40,22 Handlers-cleaners,22 Own-child,Handlers-cleaners Own-child
36,HS-grad,Craft-repair,Husband,40,36 Craft-repair,36 Husband,Craft-repair Husband
78,Assoc-acdm,noValueSetHere123156456,Not-in-family,4,78 noValueSetHere123156456,78 Not-in-family,noValueSetHere123156456 Not-in-family
36,Bachelors,Prof-specialty,Husband,45,36 Prof-specialty,36 Husband,Prof-specialty Husband
43,Bachelors,Prof-specialty,Wife,28,43 Prof-specialty,43 Wife,Prof-specialty Wife
60,7th-8th,Handlers-cleaners,Husband,40,60 Handlers-cleaners,60 Husband,Handlers-cleaners Husband
49,Masters,Prof-specialty,Husband,40,49 Prof-specialty,49 Husband,Prof-specialty Husband
50,7th-8th,Craft-repair,Husband,63,50 Craft-repair,50 Husband,Craft-repair Husband
34,7th-8th,Handlers-cleaners,Unmarried,10,34 Handlers-cleaners,34 Unmarried,Handlers-cleaners Unmarried
46,Some-college,Adm-clerical,Husband,40,46 Adm-clerical,46 Husband,Adm-clerical Husband
46,Bachelors,Transport-moving,Husband,40,46 Transport-moving,46 Husband,Transport-moving Husband
69,HS-grad,Other-service,Husband,20,69 Other-service,69 Husband,Other-service Husband
32,10th,Craft-repair,Husband,40,32 Craft-repair,32 Husband,Craft-repair Husband
40,Bachelors,Prof-specialty,Not-in-family,50,40 Prof-specialty,40 Not-in-family,Prof-specialty Not-in-family
61,5th-6th,Handlers-cleaners,Husband,45,61 Handlers-cleaners,61 Husband,Handlers-cleaners Husband
56,Some-college,Exec-managerial,Husband,40,56 Exec-managerial,56 Husband,Exec-managerial Husband
47,HS-grad,Tech-support,Husband,40,47 Tech-support,47 Husband,Tech-support Husband
29,HS-grad,Machine-op-inspct,Husband,40,29 Machine-op-inspct,29 Husband,Machine-op-inspct Husband
37,HS-grad,Machine-op-inspct,Husband,46,37 Machine-op-inspct,37 Husband,Machine-op-inspct Husband
51,Prof-school,Prof-specialty,Not-in-family,50,51 Prof-specialty,51 Not-in-family,Prof-specialty Not-in-family
44,Masters,Exec-managerial,Husband,40,44 Exec-managerial,44 Husband,Exec-managerial Husband
33,HS-grad,Other-service,Unmarried,40,33 Other-service,33 Unmarried,Other-service Unmarried
51,Prof-school,Prof-specialty,Not-in-family,80,51 Prof-specialty,51 Not-in-family,Prof-specialty Not-in-family
24,Assoc-voc,Machine-op-inspct,Husband,40,24 Machine-op-inspct,24 Husband,Machine-op-inspct Husband
37,Assoc-voc,Other-service,Own-child,40,37 Other-service,37 Own-child,Other-service Own-child
40,Some-college,Exec-managerial,Not-in-family,40,40 Exec-managerial,40 Not-in-family,Exec-managerial Not-in-family
34,Masters,Exec-managerial,Own-child,40,34 Exec-managerial,34 Own-child,Exec-managerial Own-child
61,Bachelors,noValueSetHere123156456,Unmarried,40,61 noValueSetHere123156456,61 Unmarried,noValueSetHere123156456 Unmarried
56,HS-grad,Exec-managerial,Husband,40,56 Exec-managerial,56 Husband,Exec-managerial Husband
69,11th,Adm-clerical,Not-in-family,20,69 Adm-clerical,69 Not-in-family,Adm-clerical Not-in-family
41,Assoc-voc,Other-service,Unmarried,10,41 Other-service,41 Unmarried,Other-service Unmarried
40,HS-grad,Craft-repair,Husband,40,40 Craft-repair,40 Husband,Craft-repair Husband
57,Some-college,Handlers-cleaners,Own-child,40,57 Handlers-cleaners,57 Own-child,Handlers-cleaners Own-child
26,Bachelors,Exec-managerial,Husband,55,26 Exec-managerial,26 Husband,Exec-managerial Husband
53,HS-grad,Craft-repair,Husband,46,53 Craft-repair,53 Husband,Craft-repair Husband
90,7th-8th,noValueSetHere123156456,Not-in-family,15,90 noValueSetHere123156456,90 Not-in-family,noValueSetHere123156456 Not-in-family
39,Bachelors,Exec-managerial,Not-in-family,55,39 Exec-managerial,39 Not-in-family,Exec-managerial Not-in-family
51,Bachelors,Adm-clerical,Not-in-family,40,51 Adm-clerical,51 Not-in-family,Adm-clerical Not-in-family
56,Bachelors,Exec-managerial,Husband,40,56 Exec-managerial,56 Husband,Exec-managerial Husband
51,10th,Adm-clerical,Unmarried,40,51 Adm-clerical,51 Unmarried,Adm-clerical Unmarried
17,12th,Prof-specialty,Own-child,20,17 Prof-specialty,17 Own-child,Prof-specialty Own-child
42,Some-college,Exec-managerial,Not-in-family,50,42 Exec-managerial,42 Not-in-family,Exec-managerial Not-in-family
42,Some-college,Adm-clerical,Own-child,40,42 Adm-clerical,42 Own-child,Adm-clerical Own-child
29,Prof-school,Prof-specialty,Unmarried,45,29 Prof-specialty,29 Unmarried,Prof-specialty Unmarried
33,Bachelors,Prof-specialty,Husband,40,33 Prof-specialty,33 Husband,Prof-specialty Husband
47,Prof-school,Prof-specialty,Husband,60,47 Prof-specialty,47 Husband,Prof-specialty Husband
43,Some-college,Machine-op-inspct,Not-in-family,40,43 Machine-op-inspct,43 Not-in-family,Machine-op-inspct Not-in-family
64,Prof-school,Prof-specialty,Husband,9,64 Prof-specialty,64 Husband,Prof-specialty Husband
40,HS-grad,Transport-moving,Not-in-family,60,40 Transport-moving,40 Not-in-family,Transport-moving Not-in-family
21,5th-6th,Handlers-cleaners,Not-in-family,40,21 Handlers-cleaners,21 Not-in-family,Handlers-cleaners Not-in-family
31,Some-college,Exec-managerial,Husband,40,31 Exec-managerial,31 Husband,Exec-managerial Husband
60,Assoc-voc,Exec-managerial,Unmarried,40,60 Exec-managerial,60 Unmarried,Exec-managerial Unmarried
32,12th,Sales,Husband,40,32 Sales,32 Husband,Sales Husband
66,Bachelors,noValueSetHere123156456,Husband,20,66 noValueSetHere123156456,66 Husband,noValueSetHere123156456 Husband
27,HS-grad,Craft-repair,Own-child,20,27 Craft-repair,27 Own-child,Craft-repair Own-child
40,HS-grad,Exec-managerial,Wife,40,40 Exec-managerial,40 Wife,Exec-managerial Wife
27,HS-grad,Other-service,Wife,40,27 Other-service,27 Wife,Other-service Wife
18,Some-college,Other-service,Own-child,30,18 Other-service,18 Own-child,Other-service Own-child
43,HS-grad,Other-service,Not-in-family,40,43 Other-service,43 Not-in-family,Other-service Not-in-family
52,HS-grad,Machine-op-inspct,Husband,48,52 Machine-op-inspct,52 Husband,Machine-op-inspct Husband
31,HS-grad,Other-service,Not-in-family,85,31 Other-service,31 Not-in-family,Other-service Not-in-family
28,HS-grad,Transport-moving,Husband,60,28 Transport-moving,28 Husband,Transport-moving Husband
44,Masters,Prof-specialty,Not-in-family,35,44 Prof-specialty,44 Not-in-family,Prof-specialty Not-in-family
37,Some-college,Farming-fishing,Husband,84,37 Farming-fishing,37 Husband,Farming-fishing Husband
35,Bachelors,Exec-managerial,Husband,50,35 Exec-managerial,35 Husband,Exec-managerial Husband
42,9th,Craft-repair,Unmarried,40,42 Craft-repair,42 Unmarried,Craft-repair Unmarried
18,10th,Other-service,Own-child,10,18 Other-service,18 Own-child,Other-service Own-child
46,Masters,Sales,Husband,60,46 Sales,46 Husband,Sales Husband
54,HS-grad,Adm-clerical,Husband,40,54 Adm-clerical,54 Husband,Adm-clerical Husband
54,HS-grad,Sales,Husband,50,54 Sales,54 Husband,Sales Husband
56,Some-college,Adm-clerical,Not-in-family,45,56 Adm-clerical,56 Not-in-family,Adm-clerical Not-in-family
27,Some-college,Sales,Unmarried,50,27 Sales,27 Unmarried,Sales Unmarried
26,Bachelors,Adm-clerical,Own-child,40,26 Adm-clerical,26 Own-child,Adm-clerical Own-child
41,Some-college,Craft-repair,Husband,40,41 Craft-repair,41 Husband,Craft-repair Husband
